Tile Name,Predicted Class,Slide Name,Tumor Cells (%),Tumor Cells Count,Mitosis (%),Mitosis Count,Karyorrhexis (%),Karyorrhexis Count,Stroma (%),Stroma Count,Final Classification
./tiles_output\NBL-11\tile_24789_34447.jpg,Tumor Cells,NBL-11.svs,40.88,268,21.84,143,20.85,137,16.43,108,Tumor Positive
./tiles_output\NBL-11\tile_25045_20879.jpg,Tumor Cells,NBL-11.svs,40.35,264,19.08,125,21.64,142,18.93,124,Tumor Positive
./tiles_output\NBL-11\tile_25045_23439.jpg,Tumor Cells,NBL-11.svs,34.46,226,24.63,161,22.17,145,18.75,123,Tumor Positive
./tiles_output\NBL-11\tile_25045_24207.jpg,Tumor Cells,NBL-11.svs,32.4,212,19.53,128,26.51,174,21.56,141,Tumor Positive
./tiles_output\NBL-11\tile_25045_32655.jpg,Tumor Cells,NBL-11.svs,34.99,229,24.07,158,21.63,142,19.31,127,Tumor Positive
./tiles_output\NBL-11\tile_25045_32911.jpg,Tumor Cells,NBL-11.svs,36.1,237,22.35,146,23.58,155,17.98,118,Tumor Positive
./tiles_output\NBL-11\tile_25045_43919.jpg,Tumor Cells,NBL-11.svs,31.35,205,27.48,180,20.95,137,20.23,133,Tumor Positive
./tiles_output\NBL-11\tile_25301_23695.jpg,Tumor Cells,NBL-11.svs,32.24,211,22.37,147,23.34,153,22.05,145,Tumor Positive
./tiles_output\NBL-11\tile_25301_24207.jpg,Tumor Cells,NBL-11.svs,27.87,183,21.36,140,23.09,151,27.68,181,Tumor Positive
./tiles_output\NBL-11\tile_25301_32399.jpg,Tumor Cells,NBL-11.svs,31.75,208,22.95,150,22.0,144,23.31,153,Tumor Positive
./tiles_output\NBL-11\tile_25301_32655.jpg,Tumor Cells,NBL-11.svs,35.14,230,18.9,124,21.01,138,24.95,164,Tumor Positive
./tiles_output\NBL-11\tile_25301_32911.jpg,Tumor Cells,NBL-11.svs,37.42,245,21.63,142,24.01,157,16.94,111,Tumor Positive
./tiles_output\NBL-11\tile_25301_33167.jpg,Tumor Cells,NBL-11.svs,34.77,228,19.34,127,25.92,170,19.97,131,Tumor Positive
./tiles_output\NBL-11\tile_25301_34959.jpg,Tumor Cells,NBL-11.svs,32.25,211,18.31,120,28.38,186,21.06,138,Tumor Positive
./tiles_output\NBL-11\tile_25301_44687.jpg,Tumor Cells,NBL-11.svs,43.77,287,13.44,88,26.43,173,16.36,107,Tumor Positive
./tiles_output\NBL-11\tile_25557_23951.jpg,Tumor Cells,NBL-11.svs,26.99,177,24.66,162,26.66,175,21.68,142,Tumor Positive
./tiles_output\NBL-11\tile_25557_31631.jpg,Tumor Cells,NBL-11.svs,43.55,285,21.04,138,22.11,145,13.3,87,Tumor Positive
./tiles_output\NBL-11\tile_25557_32143.jpg,Tumor Cells,NBL-11.svs,31.77,208,20.18,132,25.06,164,23.0,151,Tumor Positive
./tiles_output\NBL-11\tile_25557_32655.jpg,Tumor Cells,NBL-11.svs,31.18,204,25.33,166,25.13,165,18.36,120,Tumor Positive
./tiles_output\NBL-11\tile_25557_32911.jpg,Tumor Cells,NBL-11.svs,41.38,271,18.87,124,20.46,134,19.29,126,Tumor Positive
./tiles_output\NBL-11\tile_25557_33167.jpg,Tumor Cells,NBL-11.svs,31.0,203,19.64,129,25.55,167,23.81,156,Tumor Positive
./tiles_output\NBL-11\tile_25557_34703.jpg,Tumor Cells,NBL-11.svs,33.43,219,21.28,139,29.1,191,16.18,106,Tumor Positive
./tiles_output\NBL-11\tile_25557_42639.jpg,Tumor Cells,NBL-11.svs,31.76,208,23.23,152,19.69,129,25.32,166,Tumor Positive
./tiles_output\NBL-11\tile_25557_42895.jpg,Tumor Cells,NBL-11.svs,30.49,200,20.21,132,23.02,151,26.28,172,Tumor Positive
./tiles_output\NBL-11\tile_25557_44687.jpg,Tumor Cells,NBL-11.svs,35.83,235,21.11,138,20.58,135,22.48,147,Tumor Positive
./tiles_output\NBL-11\tile_25813_32143.jpg,Tumor Cells,NBL-11.svs,37.05,243,22.66,149,22.19,145,18.1,119,Tumor Positive
./tiles_output\NBL-11\tile_25813_32399.jpg,Tumor Cells,NBL-11.svs,31.32,205,18.97,124,28.17,185,21.54,141,Tumor Positive
./tiles_output\NBL-11\tile_25813_32655.jpg,Tumor Cells,NBL-11.svs,36.16,237,22.66,149,26.64,175,14.54,95,Tumor Positive
./tiles_output\NBL-11\tile_25813_32911.jpg,Tumor Cells,NBL-11.svs,33.0,216,21.37,140,24.2,159,21.42,140,Tumor Positive
./tiles_output\NBL-11\tile_25813_33167.jpg,Karyorrhexis,NBL-11.svs,23.65,155,20.1,132,32.74,215,23.51,154,Tumor Positive
./tiles_output\NBL-11\tile_25813_34447.jpg,Karyorrhexis,NBL-11.svs,26.63,175,23.44,154,29.32,192,20.62,135,Tumor Positive
./tiles_output\NBL-11\tile_25813_34703.jpg,Tumor Cells,NBL-11.svs,37.85,248,13.36,88,24.34,160,24.46,160,Tumor Positive
./tiles_output\NBL-11\tile_25813_34959.jpg,Tumor Cells,NBL-11.svs,38.53,253,14.8,97,27.36,179,19.31,127,Tumor Positive
./tiles_output\NBL-11\tile_25813_43151.jpg,Tumor Cells,NBL-11.svs,37.41,245,11.55,76,24.29,159,26.75,175,Tumor Positive
./tiles_output\NBL-11\tile_25813_43407.jpg,Tumor Cells,NBL-11.svs,33.54,220,16.95,111,26.96,177,22.55,148,Tumor Positive
./tiles_output\NBL-11\tile_25813_43663.jpg,Tumor Cells,NBL-11.svs,42.01,275,22.92,150,18.37,120,16.7,109,Tumor Positive
./tiles_output\NBL-11\tile_25813_44431.jpg,Tumor Cells,NBL-11.svs,29.47,193,28.87,189,17.79,117,23.86,156,Tumor Positive
./tiles_output\NBL-11\tile_26069_32399.jpg,Tumor Cells,NBL-11.svs,34.72,228,20.28,133,23.24,152,21.76,143,Tumor Positive
./tiles_output\NBL-11\tile_26069_32655.jpg,Karyorrhexis,NBL-11.svs,28.11,184,17.73,116,30.16,198,24.0,157,Tumor Positive
./tiles_output\NBL-11\tile_26069_33679.jpg,Tumor Cells,NBL-11.svs,38.75,254,18.48,121,24.61,161,18.15,119,Tumor Positive
./tiles_output\NBL-11\tile_26069_33935.jpg,Tumor Cells,NBL-11.svs,34.89,229,19.23,126,25.43,167,20.45,134,Tumor Positive
./tiles_output\NBL-11\tile_26069_34191.jpg,Tumor Cells,NBL-11.svs,36.65,240,16.75,110,27.39,180,19.2,126,Tumor Positive
./tiles_output\NBL-11\tile_26069_34447.jpg,Tumor Cells,NBL-11.svs,32.35,212,15.27,100,29.6,194,22.78,149,Tumor Positive
./tiles_output\NBL-11\tile_26069_34703.jpg,Tumor Cells,NBL-11.svs,30.29,199,21.02,138,28.57,187,20.12,132,Tumor Positive
./tiles_output\NBL-11\tile_26069_42127.jpg,Tumor Cells,NBL-11.svs,39.51,259,17.95,118,31.32,205,11.22,74,Tumor Positive
./tiles_output\NBL-11\tile_26069_42383.jpg,Tumor Cells,NBL-11.svs,36.19,237,20.09,132,22.59,148,21.13,138,Tumor Positive
./tiles_output\NBL-11\tile_26069_42639.jpg,Tumor Cells,NBL-11.svs,32.63,214,26.67,175,23.51,154,17.18,113,Tumor Positive
./tiles_output\NBL-11\tile_26069_42895.jpg,Tumor Cells,NBL-11.svs,42.42,278,16.49,108,23.12,152,17.98,118,Tumor Positive
./tiles_output\NBL-11\tile_26069_43151.jpg,Tumor Cells,NBL-11.svs,43.39,284,13.62,89,22.01,144,20.98,137,Tumor Positive
./tiles_output\NBL-11\tile_26069_43407.jpg,Tumor Cells,NBL-11.svs,37.22,244,21.59,141,19.75,129,21.45,141,Tumor Positive
./tiles_output\NBL-11\tile_26069_43663.jpg,Tumor Cells,NBL-11.svs,44.19,290,16.37,107,17.77,116,21.67,142,Tumor Positive
./tiles_output\NBL-11\tile_26325_33423.jpg,Tumor Cells,NBL-11.svs,33.67,221,19.82,130,25.43,167,21.09,138,Tumor Positive
./tiles_output\NBL-11\tile_26325_33679.jpg,Tumor Cells,NBL-11.svs,40.14,263,19.84,130,20.96,137,19.06,125,Tumor Positive
./tiles_output\NBL-11\tile_26325_33935.jpg,Tumor Cells,NBL-11.svs,34.55,226,19.18,126,26.58,174,19.69,129,Tumor Positive
./tiles_output\NBL-11\tile_26325_34191.jpg,Karyorrhexis,NBL-11.svs,21.29,140,20.38,134,40.43,265,17.9,117,Tumor Positive
./tiles_output\NBL-11\tile_26325_41871.jpg,Tumor Cells,NBL-11.svs,41.42,271,22.59,148,22.01,144,13.98,92,Tumor Positive
./tiles_output\NBL-11\tile_26325_42127.jpg,Tumor Cells,NBL-11.svs,37.51,246,21.06,138,28.42,186,13.01,85,Tumor Positive
./tiles_output\NBL-11\tile_26325_42383.jpg,Tumor Cells,NBL-11.svs,39.98,262,19.86,130,27.28,179,12.87,84,Tumor Positive
./tiles_output\NBL-11\tile_26325_42895.jpg,Tumor Cells,NBL-11.svs,31.66,207,19.97,131,22.55,148,25.82,169,Tumor Positive
./tiles_output\NBL-11\tile_26325_43151.jpg,Tumor Cells,NBL-11.svs,42.34,277,17.67,116,24.14,158,15.85,104,Tumor Positive
./tiles_output\NBL-11\tile_26325_43407.jpg,Tumor Cells,NBL-11.svs,36.67,240,15.5,102,24.56,161,23.27,153,Tumor Positive
./tiles_output\NBL-11\tile_26325_43919.jpg,Tumor Cells,NBL-11.svs,36.76,241,12.93,85,25.87,170,24.44,160,Tumor Positive
./tiles_output\NBL-11\tile_26325_44431.jpg,Tumor Cells,NBL-11.svs,34.99,229,18.96,124,22.13,145,23.92,157,Tumor Positive
./tiles_output\NBL-11\tile_26581_31631.jpg,Tumor Cells,NBL-11.svs,49.21,323,18.4,121,19.66,129,12.73,83,Tumor Positive
./tiles_output\NBL-11\tile_26581_33423.jpg,Tumor Cells,NBL-11.svs,32.19,211,21.83,143,28.71,188,17.27,113,Tumor Positive
./tiles_output\NBL-11\tile_26581_33679.jpg,Tumor Cells,NBL-11.svs,33.16,217,19.62,129,25.35,166,21.87,143,Tumor Positive
./tiles_output\NBL-11\tile_26581_41103.jpg,Tumor Cells,NBL-11.svs,45.82,300,14.07,92,22.04,144,18.06,118,Tumor Positive
./tiles_output\NBL-11\tile_26837_31631.jpg,Tumor Cells,NBL-11.svs,51.77,339,17.03,112,19.19,126,12.01,79,Tumor Positive
./tiles_output\NBL-11\tile_26837_31887.jpg,Tumor Cells,NBL-11.svs,43.92,288,21.38,140,22.19,145,12.51,82,Tumor Positive
./tiles_output\NBL-11\tile_26837_33679.jpg,Mitosis,NBL-11.svs,25.35,166,28.55,187,25.02,164,21.07,138,Tumor Positive
./tiles_output\NBL-11\tile_26837_33935.jpg,Tumor Cells,NBL-11.svs,33.88,222,20.51,134,25.81,169,19.79,130,Tumor Positive
./tiles_output\NBL-11\tile_26837_34191.jpg,Karyorrhexis,NBL-11.svs,25.34,166,24.09,158,29.94,196,20.63,135,Tumor Positive
./tiles_output\NBL-11\tile_26837_34447.jpg,Mitosis,NBL-11.svs,19.64,129,32.9,216,29.41,193,18.04,118,Tumor Positive
./tiles_output\NBL-11\tile_26837_40847.jpg,Tumor Cells,NBL-11.svs,41.14,270,14.12,93,20.1,132,24.64,161,Tumor Positive
./tiles_output\NBL-11\tile_26837_41103.jpg,Tumor Cells,NBL-11.svs,42.1,276,16.39,107,25.01,164,16.5,108,Tumor Positive
./tiles_output\NBL-11\tile_26837_41359.jpg,Tumor Cells,NBL-11.svs,42.39,278,19.01,125,22.08,145,16.53,108,Tumor Positive
./tiles_output\NBL-11\tile_26837_41615.jpg,Tumor Cells,NBL-11.svs,48.08,315,18.38,120,18.94,124,14.6,96,Tumor Positive
./tiles_output\NBL-11\tile_26837_42127.jpg,Karyorrhexis,NBL-11.svs,29.9,196,19.97,131,31.85,209,18.28,120,Tumor Positive
./tiles_output\NBL-11\tile_26837_42383.jpg,Tumor Cells,NBL-11.svs,35.25,231,18.56,122,29.93,196,16.26,107,Tumor Positive
./tiles_output\NBL-11\tile_26837_42639.jpg,Tumor Cells,NBL-11.svs,37.39,245,19.17,126,24.54,161,18.9,124,Tumor Positive
./tiles_output\NBL-11\tile_26837_43663.jpg,Tumor Cells,NBL-11.svs,42.46,278,17.94,118,21.74,142,17.87,117,Tumor Positive
./tiles_output\NBL-11\tile_26837_43919.jpg,Tumor Cells,NBL-11.svs,38.72,254,25.21,165,16.35,107,19.73,129,Tumor Positive
./tiles_output\NBL-11\tile_26837_44175.jpg,Tumor Cells,NBL-11.svs,36.74,241,17.89,117,20.24,133,25.12,165,Tumor Positive
./tiles_output\NBL-11\tile_27093_33935.jpg,Tumor Cells,NBL-11.svs,30.6,201,22.09,145,25.98,170,21.32,140,Tumor Positive
./tiles_output\NBL-11\tile_27093_34191.jpg,Tumor Cells,NBL-11.svs,32.74,215,24.47,160,20.77,136,22.02,144,Tumor Positive
./tiles_output\NBL-11\tile_27093_40591.jpg,Tumor Cells,NBL-11.svs,40.06,263,11.04,72,14.29,94,34.61,227,Tumor Positive
./tiles_output\NBL-11\tile_27093_40847.jpg,Tumor Cells,NBL-11.svs,46.77,307,15.05,99,22.29,146,15.89,104,Tumor Positive
./tiles_output\NBL-11\tile_27093_41103.jpg,Tumor Cells,NBL-11.svs,49.49,324,11.44,75,17.92,117,21.15,139,Tumor Positive
./tiles_output\NBL-11\tile_27093_41359.jpg,Tumor Cells,NBL-11.svs,46.79,307,9.52,62,23.37,153,20.32,133,Tumor Positive
./tiles_output\NBL-11\tile_27093_41615.jpg,Tumor Cells,NBL-11.svs,47.49,311,13.31,87,22.44,147,16.75,110,Tumor Positive
./tiles_output\NBL-11\tile_27093_41871.jpg,Tumor Cells,NBL-11.svs,41.63,273,16.44,108,24.79,162,17.13,112,Tumor Positive
./tiles_output\NBL-11\tile_27093_42895.jpg,Tumor Cells,NBL-11.svs,34.63,227,14.4,94,23.84,156,27.13,178,Tumor Positive
./tiles_output\NBL-11\tile_27093_43151.jpg,Tumor Cells,NBL-11.svs,40.48,265,16.03,105,23.25,152,20.23,133,Tumor Positive
./tiles_output\NBL-11\tile_27093_43407.jpg,Tumor Cells,NBL-11.svs,33.58,220,20.12,132,23.71,155,22.59,148,Tumor Positive
./tiles_output\NBL-11\tile_27093_43663.jpg,Tumor Cells,NBL-11.svs,39.34,258,16.55,108,25.34,166,18.77,123,Tumor Positive
./tiles_output\NBL-11\tile_27093_44175.jpg,Tumor Cells,NBL-11.svs,35.23,231,18.63,122,27.61,181,18.54,122,Tumor Positive
./tiles_output\NBL-11\tile_27093_44687.jpg,Tumor Cells,NBL-11.svs,37.32,245,19.49,128,20.21,132,22.98,151,Tumor Positive
./tiles_output\NBL-11\tile_27349_33935.jpg,Karyorrhexis,NBL-11.svs,26.83,176,24.89,163,27.0,177,21.29,140,Tumor Positive
./tiles_output\NBL-11\tile_27349_40591.jpg,Tumor Cells,NBL-11.svs,34.67,227,17.07,112,26.09,171,22.18,145,Tumor Positive
./tiles_output\NBL-11\tile_27349_40847.jpg,Tumor Cells,NBL-11.svs,51.22,336,13.2,87,19.7,129,15.88,104,Tumor Positive
./tiles_output\NBL-11\tile_27349_41103.jpg,Tumor Cells,NBL-11.svs,50.18,329,15.79,103,19.04,125,14.99,98,Tumor Positive
./tiles_output\NBL-11\tile_27349_41359.jpg,Tumor Cells,NBL-11.svs,49.14,322,14.97,98,23.65,155,12.24,80,Tumor Positive
./tiles_output\NBL-11\tile_27349_41615.jpg,Tumor Cells,NBL-11.svs,40.67,267,12.71,83,23.11,151,23.51,154,Tumor Positive
./tiles_output\NBL-11\tile_27349_41871.jpg,Tumor Cells,NBL-11.svs,33.36,219,13.33,87,31.23,205,22.08,145,Tumor Positive
./tiles_output\NBL-11\tile_27349_42127.jpg,Stroma,NBL-11.svs,27.87,183,18.63,122,23.23,152,30.27,198,Tumor Positive
./tiles_output\NBL-11\tile_27349_42383.jpg,Tumor Cells,NBL-11.svs,30.79,202,21.9,144,23.63,155,23.68,155,Tumor Positive
./tiles_output\NBL-11\tile_27349_42895.jpg,Tumor Cells,NBL-11.svs,33.98,223,17.64,116,24.53,161,23.85,156,Tumor Positive
./tiles_output\NBL-11\tile_27349_43151.jpg,Tumor Cells,NBL-11.svs,37.73,247,16.07,105,23.43,154,22.77,149,Tumor Positive
./tiles_output\NBL-11\tile_27349_43407.jpg,Tumor Cells,NBL-11.svs,33.55,220,21.19,139,26.02,171,19.24,126,Tumor Positive
./tiles_output\NBL-11\tile_27349_43919.jpg,Tumor Cells,NBL-11.svs,37.48,246,16.51,108,28.26,185,17.75,116,Tumor Positive
./tiles_output\NBL-11\tile_27605_40079.jpg,Tumor Cells,NBL-11.svs,31.45,206,22.59,148,15.8,104,30.16,198,Tumor Positive
./tiles_output\NBL-11\tile_27605_40591.jpg,Tumor Cells,NBL-11.svs,51.25,336,12.24,80,19.97,131,16.54,108,Tumor Positive
./tiles_output\NBL-11\tile_27605_40847.jpg,Tumor Cells,NBL-11.svs,47.73,313,10.04,66,21.84,143,20.38,134,Tumor Positive
./tiles_output\NBL-11\tile_27605_41103.jpg,Tumor Cells,NBL-11.svs,54.61,358,10.98,72,19.55,128,14.86,97,Tumor Positive
./tiles_output\NBL-11\tile_27605_41871.jpg,Stroma,NBL-11.svs,24.87,163,25.07,164,23.96,157,26.1,171,Tumor Positive
./tiles_output\NBL-11\tile_27605_42383.jpg,Karyorrhexis,NBL-11.svs,25.88,170,20.14,132,28.45,186,25.52,167,Tumor Positive
./tiles_output\NBL-11\tile_27605_42639.jpg,Karyorrhexis,NBL-11.svs,24.66,162,19.44,127,28.15,184,27.75,182,Tumor Positive
./tiles_output\NBL-11\tile_27605_42895.jpg,Stroma,NBL-11.svs,26.59,174,18.38,120,25.49,167,29.54,194,Tumor Positive
./tiles_output\NBL-11\tile_27605_43407.jpg,Tumor Cells,NBL-11.svs,36.41,239,21.39,140,17.98,118,24.23,159,Tumor Positive
./tiles_output\NBL-11\tile_27861_33423.jpg,Tumor Cells,NBL-11.svs,32.14,211,25.0,164,25.27,166,17.6,115,Tumor Positive
./tiles_output\NBL-11\tile_27861_40335.jpg,Tumor Cells,NBL-11.svs,42.6,279,12.56,82,25.36,166,19.48,128,Tumor Positive
./tiles_output\NBL-11\tile_27861_40591.jpg,Tumor Cells,NBL-11.svs,40.69,267,16.11,106,24.21,159,18.99,124,Tumor Positive
./tiles_output\NBL-11\tile_27861_40847.jpg,Tumor Cells,NBL-11.svs,46.31,303,14.15,93,24.36,160,15.18,99,Tumor Positive
./tiles_output\NBL-11\tile_27861_41103.jpg,Tumor Cells,NBL-11.svs,43.23,283,14.83,97,26.84,176,15.11,99,Tumor Positive
./tiles_output\NBL-11\tile_27861_41359.jpg,Tumor Cells,NBL-11.svs,44.85,294,17.98,118,20.18,132,17.0,111,Tumor Positive
./tiles_output\NBL-11\tile_27861_42383.jpg,Tumor Cells,NBL-11.svs,30.46,200,21.46,141,28.16,185,19.93,131,Tumor Positive
./tiles_output\NBL-11\tile_27861_42639.jpg,Tumor Cells,NBL-11.svs,30.18,198,17.94,118,27.71,182,24.18,158,Tumor Positive
./tiles_output\NBL-11\tile_27861_42895.jpg,Tumor Cells,NBL-11.svs,29.19,191,17.66,116,27.78,182,25.36,166,Tumor Positive
./tiles_output\NBL-11\tile_27861_43151.jpg,Tumor Cells,NBL-11.svs,40.01,262,13.49,88,23.73,156,22.76,149,Tumor Positive
./tiles_output\NBL-11\tile_27861_43407.jpg,Tumor Cells,NBL-11.svs,40.89,268,12.87,84,21.73,142,24.5,161,Tumor Positive
./tiles_output\NBL-11\tile_28117_33167.jpg,Tumor Cells,NBL-11.svs,32.72,214,20.24,133,24.7,162,22.34,146,Tumor Positive
./tiles_output\NBL-11\tile_28117_33423.jpg,Tumor Cells,NBL-11.svs,35.63,234,20.55,135,24.46,160,19.36,127,Tumor Positive
./tiles_output\NBL-11\tile_28117_40335.jpg,Tumor Cells,NBL-11.svs,43.04,282,15.68,103,25.19,165,16.08,105,Tumor Positive
./tiles_output\NBL-11\tile_28117_41359.jpg,Tumor Cells,NBL-11.svs,37.52,246,17.36,114,26.52,174,18.6,122,Tumor Positive
./tiles_output\NBL-11\tile_28117_41615.jpg,Tumor Cells,NBL-11.svs,33.07,217,16.62,109,24.56,161,25.74,169,Tumor Positive
./tiles_output\NBL-11\tile_28117_41871.jpg,Karyorrhexis,NBL-11.svs,25.99,170,20.76,136,34.28,225,18.97,124,Tumor Positive
./tiles_output\NBL-11\tile_28117_42127.jpg,Tumor Cells,NBL-11.svs,27.23,178,26.07,171,22.29,146,24.41,160,Tumor Positive
./tiles_output\NBL-11\tile_28117_42383.jpg,Tumor Cells,NBL-11.svs,27.12,178,22.7,149,26.98,177,23.2,152,Tumor Positive
./tiles_output\NBL-11\tile_28117_42639.jpg,Karyorrhexis,NBL-11.svs,25.94,170,22.1,145,28.28,185,23.67,155,Tumor Positive
./tiles_output\NBL-11\tile_28117_42895.jpg,Tumor Cells,NBL-11.svs,31.76,208,23.87,156,23.16,152,21.2,139,Tumor Positive
./tiles_output\NBL-11\tile_28117_43151.jpg,Tumor Cells,NBL-11.svs,34.24,224,15.6,102,25.22,165,24.95,164,Tumor Positive
./tiles_output\NBL-11\tile_28117_43407.jpg,Tumor Cells,NBL-11.svs,35.3,231,19.42,127,20.44,134,24.84,163,Tumor Positive
./tiles_output\NBL-11\tile_28373_18831.jpg,Tumor Cells,NBL-11.svs,33.06,217,21.49,141,29.78,195,15.66,103,Tumor Positive
./tiles_output\NBL-11\tile_28373_19087.jpg,Tumor Cells,NBL-11.svs,40.03,262,21.86,143,22.14,145,15.96,105,Tumor Positive
./tiles_output\NBL-11\tile_28373_33167.jpg,Mitosis,NBL-11.svs,24.58,161,27.69,181,23.98,157,23.75,156,Tumor Positive
./tiles_output\NBL-11\tile_28373_40335.jpg,Tumor Cells,NBL-11.svs,42.52,279,17.54,115,26.31,172,13.63,89,Tumor Positive
./tiles_output\NBL-11\tile_28373_40847.jpg,Tumor Cells,NBL-11.svs,40.4,265,12.77,84,27.11,178,19.71,129,Tumor Positive
./tiles_output\NBL-11\tile_28373_41615.jpg,Tumor Cells,NBL-11.svs,42.18,276,10.77,71,29.08,191,17.97,118,Tumor Positive
./tiles_output\NBL-11\tile_28373_41871.jpg,Tumor Cells,NBL-11.svs,27.4,180,22.63,148,27.03,177,22.95,150,Tumor Positive
./tiles_output\NBL-11\tile_28373_42127.jpg,Tumor Cells,NBL-11.svs,32.86,215,22.66,149,23.81,156,20.67,135,Tumor Positive
./tiles_output\NBL-11\tile_28373_42383.jpg,Tumor Cells,NBL-11.svs,31.34,205,22.01,144,24.82,163,21.83,143,Tumor Positive
./tiles_output\NBL-11\tile_28373_42639.jpg,Tumor Cells,NBL-11.svs,32.09,210,20.82,136,24.26,159,22.83,150,Tumor Positive
./tiles_output\NBL-11\tile_28373_42895.jpg,Tumor Cells,NBL-11.svs,34.82,228,14.94,98,27.55,181,22.69,149,Tumor Positive
./tiles_output\NBL-11\tile_28373_43151.jpg,Tumor Cells,NBL-11.svs,34.42,226,17.33,114,23.61,155,24.65,162,Tumor Positive
./tiles_output\NBL-11\tile_28629_18319.jpg,Tumor Cells,NBL-11.svs,31.76,208,19.51,128,29.79,195,18.95,124,Tumor Positive
./tiles_output\NBL-11\tile_28629_19087.jpg,Tumor Cells,NBL-11.svs,33.94,222,20.15,132,23.9,157,22.01,144,Tumor Positive
./tiles_output\NBL-11\tile_28629_19343.jpg,Tumor Cells,NBL-11.svs,39.88,261,16.28,107,27.09,178,16.75,110,Tumor Positive
./tiles_output\NBL-11\tile_28629_30095.jpg,Tumor Cells,NBL-11.svs,32.4,212,21.29,140,30.65,201,15.65,103,Tumor Positive
./tiles_output\NBL-11\tile_28629_40591.jpg,Tumor Cells,NBL-11.svs,40.84,268,17.99,118,20.55,135,20.62,135,Tumor Positive
./tiles_output\NBL-11\tile_28629_41359.jpg,Tumor Cells,NBL-11.svs,41.62,273,15.04,99,21.62,142,21.71,142,Tumor Positive
./tiles_output\NBL-11\tile_28629_41615.jpg,Tumor Cells,NBL-11.svs,30.54,200,14.73,97,30.02,197,24.71,162,Tumor Positive
./tiles_output\NBL-11\tile_28629_41871.jpg,Tumor Cells,NBL-11.svs,32.34,212,20.47,134,27.41,180,19.78,130,Tumor Positive
./tiles_output\NBL-11\tile_28629_42127.jpg,Tumor Cells,NBL-11.svs,40.6,266,15.82,104,25.02,164,18.55,122,Tumor Positive
./tiles_output\NBL-11\tile_28629_42383.jpg,Tumor Cells,NBL-11.svs,34.29,225,17.04,112,29.67,194,19.0,125,Tumor Positive
./tiles_output\NBL-11\tile_28629_42639.jpg,Tumor Cells,NBL-11.svs,29.6,194,22.28,146,25.55,167,22.57,148,Tumor Positive
./tiles_output\NBL-11\tile_28629_42895.jpg,Tumor Cells,NBL-11.svs,32.86,215,19.23,126,22.28,146,25.64,168,Tumor Positive
./tiles_output\NBL-11\tile_28629_43151.jpg,Tumor Cells,NBL-11.svs,29.07,191,23.84,156,24.47,160,22.62,148,Tumor Positive
./tiles_output\NBL-11\tile_28885_12943.jpg,Stroma,NBL-11.svs,22.09,145,24.4,160,23.05,151,30.46,200,Tumor Positive
./tiles_output\NBL-11\tile_28885_18831.jpg,Tumor Cells,NBL-11.svs,27.58,181,24.6,161,23.51,154,24.31,159,Tumor Positive
./tiles_output\NBL-11\tile_28885_19855.jpg,Karyorrhexis,NBL-11.svs,28.82,189,20.03,131,29.55,194,21.6,142,Tumor Positive
./tiles_output\NBL-11\tile_28885_29839.jpg,Tumor Cells,NBL-11.svs,40.07,263,22.13,145,25.73,169,12.07,79,Tumor Positive
./tiles_output\NBL-11\tile_28885_30095.jpg,Tumor Cells,NBL-11.svs,37.94,249,25.6,168,23.07,151,13.39,88,Tumor Positive
./tiles_output\NBL-11\tile_28885_40079.jpg,Tumor Cells,NBL-11.svs,38.25,251,21.0,138,19.86,130,20.89,137,Tumor Positive
./tiles_output\NBL-11\tile_28885_40591.jpg,Tumor Cells,NBL-11.svs,37.91,248,17.49,115,26.2,172,18.39,121,Tumor Positive
./tiles_output\NBL-11\tile_28885_40847.jpg,Tumor Cells,NBL-11.svs,40.42,265,16.45,108,19.51,128,23.62,155,Tumor Positive
./tiles_output\NBL-11\tile_28885_41103.jpg,Tumor Cells,NBL-11.svs,43.56,285,12.88,84,22.06,145,21.5,141,Tumor Positive
./tiles_output\NBL-11\tile_28885_41871.jpg,Tumor Cells,NBL-11.svs,35.41,232,22.8,149,21.63,142,20.15,132,Tumor Positive
./tiles_output\NBL-11\tile_28885_42127.jpg,Tumor Cells,NBL-11.svs,35.36,232,22.01,144,21.6,142,21.03,138,Tumor Positive
./tiles_output\NBL-11\tile_28885_42383.jpg,Tumor Cells,NBL-11.svs,35.02,230,27.96,183,18.25,120,18.78,123,Tumor Positive
./tiles_output\NBL-11\tile_29141_28559.jpg,Tumor Cells,NBL-11.svs,32.36,212,20.84,137,23.56,154,23.24,152,Tumor Positive
./tiles_output\NBL-11\tile_29141_28815.jpg,Karyorrhexis,NBL-11.svs,28.15,184,21.74,142,30.51,200,19.6,128,Tumor Positive
./tiles_output\NBL-11\tile_29141_29071.jpg,Mitosis,NBL-11.svs,24.22,159,29.43,193,25.48,167,20.87,137,Tumor Positive
./tiles_output\NBL-11\tile_29141_30095.jpg,Tumor Cells,NBL-11.svs,38.89,255,21.35,140,26.92,176,12.84,84,Tumor Positive
./tiles_output\NBL-11\tile_29141_40079.jpg,Tumor Cells,NBL-11.svs,32.61,214,20.68,136,19.43,127,27.28,179,Tumor Positive
./tiles_output\NBL-11\tile_29141_40335.jpg,Tumor Cells,NBL-11.svs,44.41,291,16.09,105,20.38,134,19.13,125,Tumor Positive
